Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other,Real_Rate,RF_Monthly,Inflation,VIX,Mkt_RF
1964-08-01,-0.0026,0.014199999999999999,-0.0126,-0.0187,-0.0276,-0.015600000000000001,0.0033,-0.042199999999999994,-0.0004,-0.031400000000000004,0.0018328820116054502,0.0028000000000000004,0.0009671179883945502,,-0.0144
1964-09-01,0.017,0.0464,0.04769999999999999,0.030600000000000002,0.0115,-0.0103,0.0348,0.0275,0.018799999999999997,0.0394,0.0018338164251209023,0.0028000000000000004,0.0009661835748790981,,0.0269
1964-10-01,-0.0019,0.0007000000000000001,0.0043,0.030699999999999998,-0.009899999999999999,-0.0089,0.0231,0.0286,0.0095,0.018600000000000002,0.0016129987129985673,0.0029,0.0012870012870014325,,0.006
1964-11-01,0.0070999999999999995,-0.011399999999999999,-0.006,0.0255,-0.0023,-0.0223,0.0323,0.0217,0.0137,-0.0165,7.969151670880747e-06,0.0029,0.002892030848329119,,-0.0001
1964-12-01,0.0023,0.0189,-0.006999999999999999,-0.0021,-0.0001,0.031200000000000002,0.0016,0.0438,0.0049,-0.0178,0.001818359500160302,0.0031,0.001281640499839698,,0.0004
1965-01-01,0.060599999999999994,0.0381,0.053899999999999997,0.0034999999999999996,0.0746,0.0025,0.0305,0.0766,0.039599999999999996,0.0473,0.0018399999999999285,0.0028000000000000004,0.0009600000000000719,,0.0354
1965-02-01,0.0159,-0.0052,0.0255,-0.0339,0.0219,0.008,0.0139,0.0242,0.0043,0.0258,0.003,0.003,0.0,,0.0044
1965-03-01,-0.0077,0.0128,-0.0115,-0.030299999999999997,-0.0046,-0.0168,-0.008199999999999999,-0.0092,-0.0052,-0.0038,0.0026409207161126125,0.0036,0.0009590792838873874,,-0.0134
1965-04-01,0.042,0.0678,0.0405,0.0086,0.051399999999999994,0.0233,0.068,0.0297,0.0066,0.0232,0.0008642925582881349,0.0031,0.002235707441711865,,0.0311
1965-05-01,-0.0078000000000000005,-0.033,-0.0055000000000000005,0.0086,0.004699999999999999,0.0277,0.0019,-0.0125,-0.0097,-0.0151,-8.674314850220253e-05,0.0031,0.0031867431485022024,,-0.0078000000000000005
1965-06-01,-0.051,-0.0681,-0.062400000000000004,-0.020499999999999997,-0.057300000000000004,-0.0418,-0.0622,-0.053099999999999994,-0.0366,-0.0702,-0.0006296060991105058,0.0034999999999999996,0.0041296060991105055,,-0.055099999999999996
1965-07-01,0.0158,0.0229,0.0207,0.018600000000000002,0.0359,-0.0037,-0.013999999999999999,0.0395,0.0106,0.0334,0.004049066751028238,0.0031,-0.000949066751028238,,0.0144
1965-08-01,0.0406,0.034300000000000004,0.0352,0.0154,0.0587,0.013300000000000001,0.0229,0.063,0.009300000000000001,0.0509,0.004249968334388762,0.0033,-0.0009499683343887622,,0.0273
1965-09-01,0.0048,0.0712,0.0384,0.0437,0.0526,0.011000000000000001,-0.0068000000000000005,0.022400000000000003,0.0139,0.0177,0.0008812995245640691,0.0031,0.0022187004754359307,,0.0286
1965-10-01,0.0259,0.061399999999999996,0.0436,0.0184,0.0521,-0.0227,0.0031,0.0323,0.0105,0.0403,0.002151233396584415,0.0031,0.000948766603415585,,0.026000000000000002
1965-11-01,0.0108,-0.0381,0.0139,0.006999999999999999,0.0274,-0.0431,0.0134,0.0379,-0.0101,0.0412,0.00034044233807256283,0.0034999999999999996,0.003159557661927437,,-0.0003
1965-12-01,0.0129,0.0148,0.032400000000000005,0.0019,-0.0152,-0.0085,0.0126,0.0382,-0.0033,0.0331,0.00015039370078731833,0.0033,0.0031496062992126816,,0.0101
1966-01-01,0.019299999999999998,0.006,0.0291,0.0103,0.0134,-0.0129,-0.042800000000000005,0.0278,-0.0301,0.0516,0.0028580847723704583,0.0038,0.0009419152276295417,,0.0072
1966-02-01,-0.0048,-0.0149,-0.0072,-0.0347,0.0501,0.004699999999999999,-0.0184,-0.015600000000000001,-0.0418,0.0206,-0.0027735257214554533,0.0034999999999999996,0.006273525721455453,,-0.0121
1966-03-01,-0.0265,-0.0297,-0.0178,-0.022400000000000003,-0.009000000000000001,-0.048499999999999995,-0.0212,-0.016,-0.0014000000000000002,-0.025699999999999997,0.0006827930174564145,0.0038,0.0031172069825435855,,-0.025099999999999997
1966-04-01,0.0040999999999999995,0.0015,0.0286,0.031400000000000004,0.07629999999999999,0.0127,0.0308,-0.0001,0.0118,0.0302,0.0002924798011187252,0.0034000000000000002,0.003107520198881275,,0.0213
1966-05-01,-0.0492,-0.084,-0.056900000000000006,-0.0378,-0.060700000000000004,-0.029900000000000003,-0.029300000000000003,-0.0526,-0.0274,-0.07780000000000001,0.001931474597273837,0.0040999999999999995,0.0021685254027261625,,-0.0567
1966-06-01,-0.018000000000000002,-0.0197,-0.0095,-0.0227,-0.0013,0.004699999999999999,-0.023799999999999998,0.009899999999999999,-0.0179,0.0064,0.0028726429675425013,0.0038,0.0009273570324574987,,-0.0144
1966-07-01,-0.011899999999999999,-0.025699999999999997,-0.016,0.004,-0.0171,-0.0116,-0.0197,-0.0172,-0.0018,-0.019,0.0013381717109325862,0.0034999999999999996,0.0021618282890674134,,-0.0163
1966-08-01,-0.0722,-0.0762,-0.0787,-0.0644,-0.0611,-0.045700000000000005,-0.0642,-0.08109999999999999,-0.0861,-0.1184,-0.002063328197226426,0.0040999999999999995,0.006163328197226425,,-0.0794
1966-09-01,-0.014499999999999999,-0.0097,-0.0361,0.0391,-0.0194,-0.005600000000000001,-0.02,-0.011399999999999999,0.0436,-0.0192,0.0009372128637059572,0.004,0.003062787136294043,,-0.0106
1966-10-01,0.0453,0.0037,0.0252,0.08460000000000001,0.0028000000000000004,0.09179999999999999,-0.0138,0.0487,0.09960000000000001,0.030299999999999997,0.0014465648854960454,0.0045000000000000005,0.003053435114503955,,0.038599999999999995
1966-11-01,0.0231,-0.0346,0.0278,-0.011699999999999999,0.10980000000000001,-0.028399999999999998,0.006999999999999999,0.0691,-0.0137,0.07919999999999999,0.0030867579908675467,0.004,0.0009132420091324533,,0.0138
1966-12-01,0.0022,-0.0265,0.0137,-0.0066,0.0046,0.0296,-0.0416,-0.0018,0.0209,0.0219,0.002783454987834496,0.004,0.0012165450121655041,,0.0013
1967-01-01,0.09390000000000001,0.11779999999999999,0.1119,0.0358,0.10310000000000001,0.062400000000000004,0.11800000000000001,0.0645,0.028399999999999998,0.1197,0.004907533414337835,0.0043,-0.0006075334143378353,,0.0815
1967-02-01,0.0203,-0.0109,0.012199999999999999,-0.001,0.061900000000000004,0.0213,0.0322,0.013999999999999999,-0.0173,-0.0032,0.0005604863221883661,0.0036,0.003039513677811634,,0.0077
1967-03-01,0.044500000000000005,0.0384,0.0579,0.0362,0.055099999999999996,0.0296,0.0233,0.0786,0.0154,0.0441,0.0039000000000000003,0.0039000000000000003,0.0,,0.039900000000000005
1967-04-01,0.046,0.1106,0.0375,0.0167,0.0783,0.0022,0.09210000000000002,0.044500000000000005,0.018799999999999997,0.021099999999999997,0.00016969696969683932,0.0032,0.003030303030303161,,0.038900000000000004
1967-05-01,-0.027200000000000002,-0.0735,-0.036699999999999997,-0.0246,-0.0434,-0.056600000000000004,-0.045700000000000005,-0.0529,-0.0412,-0.0202,0.0033,0.0033,0.0,,-0.0432
1967-06-01,0.0275,0.0159,0.021,0.022799999999999997,0.0642,0.0273,0.0378,0.0541,-0.0131,0.0351,-0.0033422960725075024,0.0027,0.0060422960725075026,,0.0242
1967-07-01,0.0605,0.11109999999999999,0.050300000000000004,0.0693,0.039900000000000005,-0.0658,0.06,0.0379,0.0233,0.0782,0.0001969969969969538,0.0032,0.0030030030030030463,,0.0458
1967-08-01,-0.008199999999999999,0.0014000000000000002,-0.004,-0.0148,-0.0101,-0.0124,0.0033,0.006500000000000001,-0.006500000000000001,-0.0025,0.00010598802395212761,0.0031,0.0029940119760478723,,-0.009000000000000001
1967-09-01,0.031,0.049800000000000004,0.0311,0.0424,0.0836,0.012199999999999999,0.0245,0.028999999999999998,-0.001,0.0127,0.00021492537313418667,0.0032,0.0029850746268658135,,0.031
1967-10-01,-0.0262,-0.049100000000000005,-0.0452,-0.0096,0.0489,-0.0349,0.0066,-0.050300000000000004,-0.0537,-0.0504,0.0009238095238095346,0.0039000000000000003,0.0029761904761904656,,-0.0308
1967-11-01,0.0049,-0.0096,0.0063,0.0078000000000000005,0.014199999999999999,0.0008,0.0084,0.013300000000000001,0.0319,-0.0032,-0.0023347181008901907,0.0036,0.005934718100890191,,0.0037
1967-12-01,0.0313,0.0088,0.052000000000000005,0.030699999999999998,0.0213,0.0012,0.0345,0.017,0.0329,0.054000000000000006,0.0003501474926252161,0.0033,0.002949852507374784,,0.0305
1968-01-01,-0.0043,-0.051500000000000004,-0.0636,-0.009000000000000001,-0.0873,0.026699999999999998,0.0113,-0.06570000000000001,0.0018,-0.019,0.0010588235294117752,0.004,0.002941176470588225,,-0.0403
1968-02-01,-0.0271,-0.023399999999999997,-0.042699999999999995,-0.0268,-0.0458,-0.0242,-0.0085,-0.0425,-0.0149,-0.0344,0.000967448680351909,0.0039000000000000003,0.0029325513196480912,,-0.0374
1968-03-01,0.0064,0.006500000000000001,0.0084,0.0074,0.0424,-0.011200000000000002,0.0286,0.0011,-0.0394,-0.0027,0.0008760233918130044,0.0038,0.0029239766081869956,,0.0021
1968-04-01,0.1097,0.11689999999999999,0.1065,0.0565,0.1244,0.022099999999999998,0.1222,0.11900000000000001,0.0242,0.11939999999999999,0.0013845481049561698,0.0043,0.00291545189504383,,0.0902
1968-05-01,0.05,-0.0034000000000000002,0.0316,0.0124,0.0383,-0.0073,0.034300000000000004,0.0335,0.0044,0.0623,0.0015930232558139489,0.0045000000000000005,0.0029069767441860517,,0.022799999999999997
1968-06-01,0.01,-0.014199999999999999,-0.0022,0.0184,-0.0203,0.0418,0.0051,0.0223,0.08449999999999999,0.030299999999999997,-0.0014971014492754769,0.0043,0.005797101449275477,,0.006999999999999999
1968-07-01,-0.0369,-0.0292,-0.0397,0.0528,-0.055099999999999996,-0.002,-0.0516,-0.0412,0.0018,-0.0301,-0.0009636887608067959,0.0048,0.0057636887608067955,,-0.0269
1968-08-01,0.0274,0.0125,0.0334,0.013000000000000001,0.0054,0.0129,0.0226,0.0068000000000000005,-0.0087,0.0262,0.0013346704871060227,0.0042,0.002865329512893977,,0.013500000000000002
1968-09-01,0.0487,0.0664,0.0455,0.0351,0.0294,0.0297,0.0784,0.0084,0.0026,0.0944,0.0014428571428571086,0.0043,0.0028571428571428914,,0.0405
1968-10-01,0.0087,0.0467,0.009300000000000001,0.0259,-0.049,0.0317,0.0069,-0.0004,0.0049,0.0109,-0.0012980056980056035,0.0044,0.005698005698005604,,0.0043
1968-11-01,0.0467,-0.0014000000000000002,0.057699999999999994,0.056799999999999996,0.0861,0.053899999999999997,0.051399999999999994,0.0812,0.08810000000000001,0.0771,0.001367138810198361,0.0042,0.0028328611898016387,,0.054299999999999994
1968-12-01,-0.0102,-0.0446,-0.0332,-0.0253,-0.053399999999999996,-0.0667,-0.041299999999999996,-0.0102,-0.0292,-0.0368,-0.0013497175141243527,0.0043,0.005649717514124353,,-0.0393
1969-01-01,-0.011899999999999999,-0.0172,-0.0045000000000000005,-0.011399999999999999,-0.046799999999999994,0.011699999999999999,-0.0097,-0.0023,0.024399999999999998,0.0078000000000000005,0.002491011235954994,0.0053,0.002808988764045006,,-0.0125
1969-02-01,-0.0662,-0.0358,-0.057300000000000004,-0.0495,-0.0362,-0.0334,-0.0415,-0.051699999999999996,-0.052199999999999996,-0.08410000000000001,0.0017988795518209602,0.0046,0.0028011204481790397,,-0.058600000000000006
1969-03-01,0.0070999999999999995,0.051,0.0265,0.0736,0.054400000000000004,-0.0042,0.0507,0.0335,-0.0129,0.0074,-0.003779888268156499,0.0046,0.008379888268156499,,0.026600000000000002
1969-04-01,0.0105,0.012199999999999999,0.013000000000000001,-0.0036,0.038599999999999995,0.0768,0.0394,0.049800000000000004,0.0134,0.0183,-0.00024016620498609666,0.0053,0.005540166204986097,,0.0146
1969-05-01,0.0121,0.0013,-0.0086,0.04,-0.016,0.010700000000000001,0.0048,0.0168,0.0002,-0.012,0.0020451790633607423,0.0048,0.0027548209366392573,,-0.0009
1969-06-01,-0.0737,-0.0599,-0.0692,-0.09960000000000001,-0.0016,-0.04,-0.055099999999999996,-0.0504,-0.0574,-0.1052,-0.0003945054945054746,0.0051,0.005494505494505475,,-0.0719
1969-07-01,-0.06849999999999999,-0.0697,-0.0545,-0.0964,-0.054299999999999994,-0.045,-0.08449999999999999,-0.0273,-0.0298,-0.0913,-0.0001644808743167239,0.0053,0.005464480874316724,,-0.07
1969-08-01,0.0495,0.0273,0.04190000000000001,0.0662,0.0703,0.0165,0.08130000000000001,0.0931,-0.0129,0.0898,0.0022826086956521064,0.005,0.0027173913043478937,,0.046900000000000004
1969-09-01,0.0033,-0.0006,-0.0207,-0.09630000000000001,0.002,-0.04,-0.0066,0.0209,-0.0415,-0.0063,0.0007799457994579649,0.0062,0.005420054200542035,,-0.0297
1969-10-01,0.0832,0.038599999999999995,0.0668,-0.0103,0.0579,0.035,0.06709999999999999,0.0898,0.083,0.08,0.0006091644204853034,0.006,0.005390835579514697,,0.0506
1969-11-01,-0.0236,-0.044800000000000006,-0.0342,-0.045599999999999995,-0.0179,0.0116,-0.0409,0.0032,-0.0528,-0.0556,-0.00016193029490617003,0.0052,0.00536193029490617,,-0.038
1969-12-01,-0.0194,-0.0344,-0.0143,-0.0301,-0.0074,-0.055099999999999996,-0.03,0.043,-0.0063,-0.037599999999999995,0.0010666666666665882,0.0064,0.005333333333333412,,-0.0263
1970-01-01,-0.0425,-0.0825,-0.073,-0.11460000000000001,-0.0907,-0.025699999999999997,-0.060899999999999996,-0.0712,-0.0424,-0.0885,0.0006949602122017177,0.006,0.0053050397877982824,,-0.081
1970-02-01,0.047,0.055999999999999994,0.0519,0.053899999999999997,0.029500000000000002,0.0797,0.0558,0.055999999999999994,0.08380000000000001,0.09480000000000001,0.0009229551451186589,0.0062,0.005277044854881341,,0.051399999999999994
1970-03-01,-0.0078000000000000005,0.0487,-0.0029,-0.0045000000000000005,-0.0258,0.0229,-0.0172,-0.0509,0.0291,-0.018000000000000002,0.0004506561679790853,0.005699999999999999,0.005249343832020914,,-0.0106
1970-04-01,-0.1014,-0.0886,-0.0898,-0.0917,-0.1435,-0.08789999999999999,-0.1112,-0.1011,-0.08070000000000001,-0.1382,-0.0002219321148825325,0.005,0.005221932114882533,,-0.1099
1970-05-01,-0.0745,-0.0647,-0.0751,0.026600000000000002,-0.0956,-0.0371,-0.0947,-0.07769999999999999,-0.0535,-0.0817,0.0027025974025972907,0.0053,0.0025974025974027093,,-0.069
1970-06-01,-0.0148,-0.0415,-0.0482,-0.024399999999999998,-0.1173,-0.0849,-0.0398,-0.0051,-0.0471,-0.06849999999999999,0.0006186528497411359,0.0058,0.005181347150258864,,-0.057999999999999996
1970-07-01,0.0668,0.106,0.051,0.1276,0.023399999999999997,0.1026,0.1038,0.0216,0.08710000000000001,0.0802,0.002622680412371143,0.0052,0.002577319587628857,,0.0692
1970-08-01,0.0146,0.0828,0.04650000000000001,0.0659,0.0803,0.024399999999999998,0.053099999999999994,0.0182,0.046900000000000004,0.051,0.0027293059125962646,0.0053,0.0025706940874037354,,0.045
1970-09-01,0.0552,0.0269,0.0397,0.032,0.1018,-0.0088,0.0795,0.0803,-0.0052,0.0759,0.0002717948717948903,0.0054,0.00512820512820511,,0.0418
1970-10-01,0.006999999999999999,-0.02,-0.0315,0.029500000000000002,-0.0348,-0.0375,-0.0169,0.001,-0.0083,-0.058899999999999994,-0.0005020408163264808,0.0046,0.005102040816326481,,-0.0227
1970-11-01,0.0473,0.0698,0.0392,0.0495,0.0406,0.0616,0.0688,0.0308,0.0941,0.0385,-0.00047614213197982175,0.0046,0.005076142131979822,,0.0462
1970-12-01,0.075,0.0617,0.0801,0.0225,0.044000000000000004,0.06849999999999999,0.0541,0.0536,0.0718,0.0837,-0.0008505050505049723,0.0042,0.005050505050504972,,0.0574
1971-01-01,0.0482,0.0387,0.0591,0.0033,0.053899999999999997,0.0977,0.08289999999999999,0.048799999999999996,0.029300000000000003,0.0781,0.0012874371859296929,0.0038,0.002512562814070307,,0.0483
1971-02-01,0.0377,0.022400000000000003,0.0124,0.0481,0.027999999999999997,-0.0529,0.0364,0.0139,-0.026000000000000002,0.0235,0.0033,0.0033,0.0,,0.0141
1971-03-01,0.044500000000000005,0.0344,0.0408,0.0276,0.0805,0.0070999999999999995,0.0681,0.036699999999999997,0.0241,0.0601,0.0004937343358396547,0.003,0.0025062656641603454,,0.0412
1971-04-01,0.0213,0.0849,0.042800000000000005,0.0431,0.0231,0.008100000000000001,0.049699999999999994,0.0425,-0.0355,0.0436,0.0003000000000000537,0.0028000000000000004,0.0024999999999999467,,0.0315
1971-05-01,-0.0301,-0.042800000000000005,-0.0226,-0.04769999999999999,-0.061799999999999994,-0.0516,-0.0179,-0.021099999999999997,-0.0371,-0.046,-0.002087531172069737,0.0029,0.004987531172069737,,-0.039900000000000005
1971-06-01,-0.0015,-0.0066,0.0037,0.0103,-0.0218,0.0104,0.003,0.0202,0.0432,-0.0106,-0.00126277915632759,0.0037,0.00496277915632759,,-0.0009
1971-07-01,-0.021400000000000002,-0.0555,-0.048799999999999996,-0.021400000000000002,-0.0858,-0.0361,-0.0345,-0.0225,-0.021400000000000002,-0.0385,0.0015308641975308977,0.004,0.0024691358024691024,,-0.0449
1971-08-01,0.031,0.106,0.0639,-0.012199999999999999,0.0567,-0.0034000000000000002,0.062,0.032799999999999996,-0.0233,0.0703,0.0022369458128078286,0.004699999999999999,0.0024630541871921707,,0.0379
1971-09-01,-0.0007000000000000001,-0.0007000000000000001,-0.0032,-0.016399999999999998,-0.0155,0.0023,0.0073,0.0066,-0.0151,-0.0043,0.0012429975429976894,0.0037,0.002457002457002311,,-0.0086
1971-10-01,-0.0433,-0.0521,-0.0604,-0.0429,-0.0435,-0.0174,-0.0345,-0.025,0.020499999999999997,-0.042,0.0012490196078431461,0.0037,0.002450980392156854,,-0.044199999999999996
1971-11-01,-0.0034000000000000002,0.0033,-0.0098,0.0006,0.0177,0.0039000000000000003,0.0024,0.0059,-0.012,-0.0018,0.0012550122249388087,0.0037,0.0024449877750611915,,-0.0046
1971-12-01,0.1054,0.061399999999999996,0.0987,0.08839999999999999,0.1127,0.0737,0.1017,0.0791,0.08109999999999999,0.0814,0.0012609756097560956,0.0037,0.0024390243902439046,,0.08710000000000001
1972-01-01,0.025,0.0323,0.0322,0.0016,0.08349999999999999,0.009399999999999999,0.0043,0.026000000000000002,-0.003,0.0333,0.0004669099756689915,0.0029,0.0024330900243310083,,0.024700000000000003
1972-02-01,0.04650000000000001,0.0084,0.0499,0.026099999999999998,0.0189,0.0016,0.056600000000000004,0.0713,-0.025,0.0225,-0.0023543689320388327,0.0025,0.004854368932038833,,0.0287
1972-03-01,0.0008,0.042300000000000004,0.024900000000000002,-0.0546,0.011000000000000001,-0.0032,0.019799999999999998,0.0046,-0.0016,0.0231,0.0027,0.0027,0.0,,0.0062
1972-04-01,0.019,-0.0053,0.0197,-0.0069,0.0076,-0.0105,-0.005600000000000001,0.0108,-0.0282,0.0182,0.00048454106280192144,0.0029,0.0024154589371980784,,0.0029
1972-05-01,0.0040999999999999995,-0.0102,0.019,0.0369,0.0374,0.011699999999999999,0.0179,0.0352,-0.0018,-0.0060999999999999995,0.0005903614457830582,0.003,0.002409638554216942,,0.0129
1972-06-01,-0.0115,-0.028900000000000002,-0.0225,-0.0092,-0.0253,-0.0275,-0.042199999999999994,0.025099999999999997,-0.0155,-0.0451,0.0004961538461537435,0.0029,0.0024038461538462563,,-0.024300000000000002
1972-07-01,-0.0158,-0.0213,0.0048,-0.0105,0.0096,0.0075,-0.0246,0.0313,0.0004,-0.029500000000000002,0.0007019184652280546,0.0031,0.0023980815347719453,,-0.008
1972-08-01,-0.0011,0.0378,0.0229,0.1245,0.0285,0.051500000000000004,-0.0043,0.0104,0.059699999999999996,0.0362,0.0005076555023922763,0.0029,0.0023923444976077235,,0.0327
1972-09-01,-0.0262,-0.0089,-0.012199999999999999,-0.0024,-0.0115,0.0431,-0.005,-0.0044,0.002,-0.0172,-0.001373269689737569,0.0034000000000000002,0.004773269689737569,,-0.011399999999999999
1972-10-01,-0.0001,-0.024399999999999998,0.011399999999999999,0.031,-0.0334,0.023,0.0089,0.0151,0.0677,0.0113,0.001624703087885978,0.004,0.002375296912114022,,0.0052
1972-11-01,0.0688,0.0794,0.042,0.062,0.0253,0.0706,0.0601,-0.005600000000000001,0.064,0.051399999999999994,-0.001039336492890933,0.0037,0.004739336492890933,,0.046
1972-12-01,0.0053,0.016399999999999998,0.0092,0.0105,0.019799999999999998,0.014499999999999999,0.0173,0.0374,-0.0154,-0.0073,0.001341509433962126,0.0037,0.002358490566037874,,0.0062
1973-01-01,-0.047599999999999996,-0.067,-0.037000000000000005,0.050300000000000004,0.0196,-0.0212,-0.0409,-0.011899999999999999,-0.042699999999999995,-0.0745,-0.0003058823529413371,0.0044,0.004705882352941337,,-0.0327
1973-02-01,-0.0437,-0.058600000000000006,-0.0227,-0.0738,-0.03,-0.0464,-0.0645,-0.0070999999999999995,-0.019799999999999998,-0.060599999999999994,-0.002825761124121788,0.0042,0.007025761124121788,,-0.048499999999999995
1973-03-01,-0.01,-0.0282,-0.002,0.0305,-0.012,0.0053,-0.0564,0.0078000000000000005,-0.0215,-0.0026,-0.004702325581395321,0.0046,0.009302325581395321,,-0.013000000000000001
1973-04-01,-0.0625,-0.0519,-0.044000000000000004,-0.0098,-0.0666,0.0088,-0.0852,-0.054900000000000004,-0.006,-0.0775,-0.0017124423963133899,0.0052,0.00691244239631339,,-0.056799999999999996
1973-05-01,-0.0213,-0.042300000000000004,-0.0115,-0.0356,-0.026099999999999998,-0.0084,-0.0223,0.0106,0.0034999999999999996,-0.0499,0.0005233409610984133,0.0051,0.004576659038901587,,-0.0297
1973-06-01,-0.0344,-0.0254,-0.0034999999999999996,0.0159,-0.0006,-0.0032,-0.0576,0.0001,-0.025,-0.0023,-0.0017337129840547735,0.0051,0.006833712984054774,,-0.015700000000000002
1973-07-01,0.07429999999999999,0.0726,0.0665,0.003,0.0495,-0.0032,0.1114,0.0687,-0.024,0.0953,0.0064,0.0064,0.0,,0.0504
1973-08-01,-0.0331,-0.0394,-0.0146,-0.0382,-0.037000000000000005,-0.038900000000000004,-0.0415,-0.069,-0.021,-0.023,-0.011099547511312154,0.006999999999999999,0.018099547511312153,,-0.0382
1973-09-01,0.059000000000000004,0.0782,0.045599999999999995,0.09210000000000002,-0.028300000000000002,0.0764,0.0717,0.0078000000000000005,0.0791,0.0724,0.0023555555555555274,0.0068000000000000005,0.004444444444444473,,0.047400000000000005
1973-10-01,-0.0225,-0.0435,0.0045000000000000005,0.051699999999999996,0.039,-0.0556,-0.0365,0.0183,-0.0341,-0.0101,-0.002349557522123907,0.006500000000000001,0.008849557522123908,,-0.0083
1973-11-01,-0.1432,-0.1631,-0.1427,-0.0622,-0.11449999999999999,-0.0433,-0.18899999999999997,-0.0776,-0.1164,-0.135,-0.0009789473684210168,0.005600000000000001,0.006578947368421018,,-0.1278
1973-12-01,-0.015700000000000002,-0.037599999999999995,0.0129,0.0863,-0.0432,0.0417,-0.0021,-0.044800000000000006,0.034300000000000004,0.0245,-0.0023145969498909623,0.0064,0.008714596949890963,,0.0059
1974-01-01,0.0236,0.061,0.0040999999999999995,-0.0746,0.0125,0.0209,0.0669,-0.0256,0.0455,0.0118,-0.004499136069114423,0.0063,0.010799136069114423,,-0.0016
1974-02-01,0.0015,-0.010700000000000001,0.0003,-0.0155,-0.006,0.0471,0.008100000000000001,-0.012199999999999999,0.0029,0.0101,-0.004883760683760646,0.0058,0.010683760683760646,,-0.0046
1974-03-01,-0.019,-0.001,-0.0078000000000000005,-0.032400000000000005,-0.0273,-0.0458,-0.031200000000000002,0.0121,-0.0366,-0.0363,-0.004970824524312793,0.005600000000000001,0.010570824524312794,,-0.0282
1974-04-01,-0.036699999999999997,-0.0407,-0.0204,-0.06309999999999999,-0.0364,-0.053200000000000004,-0.0196,-0.0148,-0.1223,-0.0633,0.0012238493723847818,0.0075,0.006276150627615218,,-0.0528
1974-05-01,-0.0291,0.0044,-0.0254,-0.0754,-0.042199999999999994,-0.0155,0.011899999999999999,-0.0012,-0.0493,-0.0849,-0.0028950103950103404,0.0075,0.01039501039501034,,-0.047
1974-06-01,-0.005699999999999999,-0.0264,-0.0042,-0.0031,-0.029300000000000003,0.0027,-0.0273,-0.016200000000000003,-0.0622,-0.0556,-0.0022304526748970818,0.006,0.008230452674897082,,-0.028399999999999998
1974-07-01,-0.1016,-0.1191,-0.0717,-0.0052,-0.0823,-0.07629999999999999,-0.1283,-0.1414,0.0074,-0.0663,0.0008775510204083112,0.006999999999999999,0.006122448979591688,,-0.0806
